config,model,weighting,lambda_amp,donor,RMSE,MAPE,shape_MSE,SARIMA_RMSE,baseline_RMSE,improvement_vs_sarima_pct,improvement_vs_baseline_pct,a_transfer,fold_RMSE_std,mean_abs_log_amplitude,max_abs_log_amplitude
Model_C_weighted_lam0.01,Model_C,weighted,0.01,CMR,27.10745364490053,4.486292889145887,0.21504694891649886,35.02177869644508,16.74700406294494,22.598295535309013,-61.8644955420983,0.1049950731297334,5958.551517807728,2.251765727996826,2.2583506107330322
Model_C_weighted_lam0.1,Model_C,weighted,0.1,CMR,84.3433496059141,13.916177595406964,1.5763390541108115,35.02177869644508,16.74700406294494,-140.8311420643962,-403.6324663737045,0.1472656097677019,4119.292346444265,1.9155206680297852,1.9155362844467163
Model_C_weighted_lam1.0,Model_C,weighted,1.0,CMR,55.35547036094284,8.10070750546062,1.768569430227067,35.02177869644508,16.74700406294494,-58.06013406898076,-230.53954100019877,0.05401823379927211,3035.5986785994396,2.918439507484436,2.9184670448303223
Model_C_weighted_lam10.0,Model_C,weighted,10.0,CMR,25.83480857403404,4.166055688386618,0.17292045354649585,35.02177869644508,16.74700406294494,26.232163140656173,-54.26525530734851,0.10900634278853734,2695.5430525402244,2.216265380382538,2.21645450592041
Model_C_uniform_lam0.001,Model_C,uniform,0.001,CMR,22.824096633080103,3.35985668905604,0.21875537400248057,35.02177869644508,16.74700406294494,34.82884798367799,-36.28764014921076,0.034164885990321636,1395.6655510857693,3.3765569925308228,3.377222776412964
Model_C_uniform_lam0.01,Model_C,uniform,0.01,CMR,13.660622996949577,2.1803681568390325,0.09962530562896321,35.02177869644508,16.74700406294494,60.993920053705864,18.42945194492671,0.07801902666687965,1345.7663304114694,2.550802528858185,2.5508227348327637
Model_C_uniform_lam0.1,Model_C,uniform,0.1,CMR,108.91070414291589,15.98473721597832,1.065469350812586,35.02177869644508,16.74700406294494,-210.9799336204788,-550.3294782372202,0.33262912929058075,4328.657489585956,1.1007271111011505,1.1007282733917236
Model_C_uniform_lam1.0,Model_C,uniform,1.0,CMR,22.517157163955684,3.0963759353791573,0.09569638074626173,35.02177869644508,16.74700406294494,35.705272541621916,-34.454837888157,0.11871874332427979,8914.596731914096,2.1309980750083923,2.131006956100464
Model_C_uniform_lam10.0,Model_C,uniform,10.0,CMR,17.887429454286252,2.515969788390164,0.09493713794141839,35.02177869644508,16.74700406294494,48.924840142108685,-6.8097277999989405,0.08302799612283707,3498.5187781564664,2.488577425479889,2.4888603687286377
Model_A_weighted_lam0.001,Model_A,weighted,0.001,ZAF,2901.299727025006,9.94863342472838,0.1731440080870149,1156.899222961546,830.1007914908432,-150.78240778811914,-249.51174083502968,0.3252458539274004,1250.4370984090797,1.1231613755226135,1.1240696907043457
Model_A_weighted_lam0.01,Model_A,weighted,0.01,ZAF,2364.432182498669,8.644357694496566,0.3686414322618794,1156.899222961546,830.1007914908432,-104.37667651344427,-184.83675798600308,0.24309338877598444,6355.555889423866,1.412430226802826,1.4160983562469482
Model_A_weighted_lam0.1,Model_A,weighted,0.1,ZAF,5311.345686565061,22.192444139321672,0.12001262218501661,1156.899222961546,830.1007914908432,-359.1018457915936,-539.8434673247327,0.4353042708502875,5014.7082731526925,0.8280979096889496,0.8366826772689819
Model_A_weighted_lam1.0,Model_A,weighted,1.0,ZAF,8874.55387185625,41.75950692601056,0.27345212121475443,1156.899222961546,830.1007914908432,-667.0982654079654,-969.093532114063,0.48947735130786896,17181.51961639253,0.7144168317317963,0.7144173383712769
Model_A_weighted_lam10.0,Model_A,weighted,10.0,ZAF,6601.830298845082,31.13606998104757,2.2409678692123833,1156.899222961546,830.1007914908432,-470.64869331877145,-695.3046625805929,0.36128746635384035,13793.471483197824,1.0180746614933014,1.0180914402008057
Model_A_uniform_lam0.001,Model_A,uniform,0.001,ZAF,817.8066375049821,3.513686884549979,0.21788243590956924,1156.899222961546,830.1007914908432,29.310468770868468,1.481043520483955,0.08177002519369125,951.543166477551,2.5038484930992126,2.506265163421631
Model_A_uniform_lam0.01,Model_A,uniform,0.01,ZAF,2669.6554586029392,10.8848647479065,0.4527737862613468,1156.899222961546,830.1007914908432,-130.75955153370137,-221.6061815587834,0.218373641371727,5158.992069508266,1.5215497314929962,1.5248020887374878
Model_A_uniform_lam0.1,Model_A,uniform,0.1,ZAF,4351.310657594552,18.17921667200738,0.9389808451645035,1156.899222961546,830.1007914908432,-276.1183836268498,-424.19064072685575,0.4133184403181076,9529.903022067327,0.8835379481315613,0.884837806224823
Model_A_uniform_lam1.0,Model_A,uniform,1.0,ZAF,4707.986220878542,17.4988940101415,0.33310228674519987,1156.899222961546,830.1007914908432,-306.9486889987331,-467.15838234813623,0.37145010381937027,6693.8448199312315,0.9903407394886017,0.99034184217453
Model_A_uniform_lam10.0,Model_A,uniform,10.0,ZAF,7206.248694493237,34.04691296164459,1.622252441772683,1156.899222961546,830.1007914908432,-522.8933818492818,-768.1173139891806,0.52533258497715,28469.188203887632,0.643723726272583,0.6437245011329651
Model_B_weighted_lam0.001,Model_B,weighted,0.001,ZAF,1141.3031416409515,5.041277239661008,0.33644806242465936,1156.899222961546,830.1007914908432,1.3480933352751432,-37.489706471812354,0.10915659740567206,1512.813063989642,2.2137343287467957,2.217113494873047
Model_B_weighted_lam0.01,Model_B,weighted,0.01,ZAF,2127.832698634885,9.49139707534106,0.8958146412006811,1156.899222961546,830.1007914908432,-83.92550158239771,-156.3342572910144,0.1494670535127322,4159.25438358484,1.8991238176822662,1.9037673473358154
Model_B_weighted_lam0.1,Model_B,weighted,0.1,ZAF,7203.4434086656975,31.224702833200435,0.9572028484318024,1156.899222961546,830.1007914908432,-522.65089868637,-767.7793687834543,0.5331701503859626,11970.796497579391,0.6289146989583969,0.6289147734642029
Model_B_weighted_lam1.0,Model_B,weighted,1.0,ZAF,14805.225576458182,70.61364516069713,0.2121857670710271,1156.899222961546,830.1007914908432,-1179.7333840849412,-1683.5455318465981,0.6783965528011322,10984.29105605943,0.38555340468883514,0.39125409722328186
Model_B_weighted_lam10.0,Model_B,weighted,10.0,ZAF,5146.302740025092,21.279643886067124,1.2700789826314907,1156.899222961546,830.1007914908432,-344.835871429758,-519.9611893855013,0.454085917936431,3504.0795148654274,0.7894532978534698,0.7894904017448425
Model_B_uniform_lam0.001,Model_B,uniform,0.001,ZAF,846.9291312498495,3.6319977866317035,0.2767662721206489,1156.899222961546,830.1007914908432,26.793180041923108,-2.0272646323807244,0.07234352082014084,1179.3055519620902,2.6263298392295837,2.627445936203003
Model_B_uniform_lam0.01,Model_B,uniform,0.01,ZAF,2352.089496661599,10.255945464208633,0.2392252024162007,1156.899222961546,830.1007914908432,-103.30980002220811,-183.349867964503,0.18942667543888092,3647.5150315202454,1.6637532711029053,1.6637548208236694
Model_B_uniform_lam0.1,Model_B,uniform,0.1,ZAF,5142.580078443318,21.72563547400717,0.27285955607057594,1156.899222961546,830.1007914908432,-344.5140921850417,-519.512730400769,0.4001050293445587,11087.76600059581,0.9160282760858536,0.9167363047599792
Model_B_uniform_lam1.0,Model_B,uniform,1.0,ZAF,5447.179098772664,25.77793266872412,2.1075113600346147,1156.899222961546,830.1007914908432,-370.84300781432205,-556.2069515666461,0.28944987803697586,2986.06157440099,1.239773154258728,1.2397735118865967
Model_B_uniform_lam10.0,Model_B,uniform,10.0,ZAF,15374.866093389706,72.885459351127,0.1841672573585766,1156.899222961546,830.1007914908432,-1228.971943989347,-1752.1685861516619,0.7369266301393509,8063.955640723435,0.30526693165302277,0.305267333984375
Model_C_weighted_lam0.001,Model_C,weighted,0.001,ZAF,835.7228258178503,3.2176901680390064,0.2955495480280748,1156.899222961546,830.1007914908432,27.761830137763972,-0.6772712885756977,0.07013632398512627,676.5367138652211,2.6563583612442017,2.658803939819336
Model_C_weighted_lam0.01,Model_C,weighted,0.01,ZAF,2052.4156317049124,8.892578527724543,2.047988944737237,1156.899222961546,830.1007914908432,-77.40660473873724,-147.24896696205022,0.05864000341130628,5958.551517807728,2.8363457918167114,2.8363771438598633
Model_C_weighted_lam0.1,Model_C,weighted,0.1,ZAF,4322.385345329181,18.070060077155226,1.4538403866303569,1156.899222961546,830.1007914908432,-273.6181388612491,-420.70608649417983,0.30723078548908234,4119.292346444265,1.1801572740077972,1.1801626682281494
Model_C_weighted_lam1.0,Model_C,weighted,1.0,ZAF,3323.418121574518,15.842789754469294,0.22734489126457189,1156.899222961546,830.1007914908432,-187.26945749577916,-300.3632035581764,0.21629581517643398,3035.5986785994396,1.531109780073166,1.5311146974563599
Model_C_weighted_lam10.0,Model_C,weighted,10.0,ZAF,1351.263947807941,5.703584360935599,0.37738865275243594,1156.899222961546,830.1007914908432,-16.800488840232834,-62.78311762371649,0.12338645507891972,2695.5430525402244,2.092380166053772,2.092642307281494
Model_C_uniform_lam0.001,Model_C,uniform,0.001,ZAF,1088.7464333432713,4.74140062751975,0.33231446150615335,1156.899222961546,830.1007914908432,5.890987586957696,-31.158341794603768,0.09803395718336105,1395.6655510857693,2.3224413990974426,2.3228111267089844
Model_C_uniform_lam0.01,Model_C,uniform,0.01,ZAF,1403.852653264176,5.507614400697191,0.3340790563696537,1156.899222961546,830.1007914908432,-21.34614886078444,-69.11833691218229,0.14627275988459587,1345.7663304114694,1.9222822189331055,1.9226820468902588
Model_C_uniform_lam0.1,Model_C,uniform,0.1,ZAF,4728.384080398386,22.27399621824603,0.2733570521618291,1156.899222961546,830.1007914908432,-308.7118382095717,-469.61565738376294,0.30000363290309906,4328.657489585956,1.2039606869220734,1.2041640281677246
Model_C_uniform_lam1.0,Model_C,uniform,1.0,ZAF,6675.781539989537,31.920271635100413,0.3332077636058956,1156.899222961546,830.1007914908432,-477.0408871829135,-704.2133688368103,0.3373423367738724,8914.596731914096,1.0866570174694061,1.0866584777832031
Model_C_uniform_lam10.0,Model_C,uniform,10.0,ZAF,1321.369775227516,5.288277122649208,0.3369258302842315,1156.899222961546,830.1007914908432,-14.216497772808747,-59.1818474060679,0.12286119721829891,3498.5187781564664,2.096700072288513,2.097034454345703
